"20130101","강동","-7.6","-8.4","-6.5","76.2","68.3","91.2","1.5","3.4","0.5"
"20130101","강북","-7.9","-8.5","-7.5","69.9","59.7","88.2","1.1","2.8","0"
"20130101","강서","-6.6","-7.3","-6","73.5","64.5","91.3","4.2","6.3","0"
"20130101","관악","-7","-7.4","-6.5","75.2","63.7","90.7","0.9","1.9","0.5"
"20130101","광진","-7.4","-7.9","-6.7","69.8","57.8","88.1","1.4","3.4","0"
"20130101","구로","-6.7","-7.2","-6.1","76.5","62.8","95.2","3.7","5.5","0.5"
"20130101","금천","-6.7","-7","-6.4","67.3","58.3","82.4","1.9","4","0.5"
"20130101","남산","-8.4","-8.9","-8","84.5","67.1","99.9","2.2","3.8","0.5"
"20130101","노원","-8.3","-9.1","-7.5","74.7","65.9","93.3","0.6","1.7","0.5"
"20130101","도봉","-9","-10","-7.7","75.9","66.2","86.2","0.4","1.4","0.5"
"20130101","동대문","-8.5","-9.1","-7.6","71.1","63.6","90.6","2.4","3.5","0"
"20130101","동작","-7","-7.4","-6.1","71.4","60.5","87.9","2.5","4.9","0.5"
"20130101","마포","-7","-7.6","-6.7","69.5","60.6","87.4","2.4","4.9","0"
"20130101","서대문","-7.9","-8.5","-7.5","70.2","61.2","89.9","5.7","9.2","0"
"20130101","서초","-5.2","-45.3","62.6","68.5","11.6","99.5","1.6","4.1","0"
"20130101","성동","-7.8","-8.3","-7","67.7","52.9","87.6","1.5","3.1","0.5"
"20130101","성북","-8.2","-8.8","-7.8","67.8","59.9","83.1","1.7","3.4","0"
"20130101","송파","-8.7","-10","-6.9","78.9","68.1","90.6","0.2","1.6","0"
"20130101","양천","-6.5","-6.9","-5.9","65.3","54.2","81.9","2.5","5","0.5"
"20130101","영등포","-6.8","-7.4","-6","71","62.3","89.1","3.1","5.7","0"
"20130101","용산","-7","-7.7","-6.2","53.5","41.9","72","2.4","4.6","0.5"
"20130101","은평","-6.8","-7.3","-6.2","66.8","57.4","86.2","3.9","7","0"
"20130101","종로","-7","-7.7","-6.4","67.5","59.4","85.9","1.1","2.3","0"
"20130101","중구","-8.8","-9.4","-8","65.7","55","84.3","1.3","2.4","0"
"20130101","중랑","-7.9","-8.5","-7.1","70.2","63","87.2","1.9","3.4","0"
"20130102","강동","-10.2","-13.2","-7.9","44.9","36.7","55.3","3.5","7.3","0"
"20130102","강북","-10.9","-14.1","-7.6","45.1","34.7","58.2","2.5","7.1","0"
"20130102","강서","-11.3","-14","-8.8","55.2","46.5","64.7","2.4","4.7","0"
"20130102","관악","-11.2","-13.8","-9.2","50.2","41.7","62.5","2.8","5.8","0"
"20130102","광진","-10.2","-13.2","-7","45.2","36.5","55.8","2.6","5.4","0"
"20130102","구로","-11","-14","-8.8","53.4","44.1","65.7","2.7","7.1","0"
"20130102","금천","-10.8","-13.7","-8.5","43.3","35.7","54.6","3.1","6.8","0"
"20130102","남산","-11.8","-14.9","-8.9","62.8","50.6","76.5","2.2","5.1","0"
"20130102","노원","-10.8","-13.8","-7.6","46.8","37.9","61.7","1.9","5.7","0"
"20130102","도봉","-11.3","-14.6","-8","47.2","38.3","62.1","2.4","6.3","0"
"20130102","동대문","-10.4","-13.7","-7.3","44.8","33.2","59.7","2.5","6.1","0"
"20130102","동작","-10.7","-13.7","-7.9","47.7","39.4","58.7","2.6","5.9","0"
"20130102","마포","-11.7","-14.5","-9.1","50.4","42.9","60.2","2.6","5.2","0"
"20130102","서대문","-12.3","-15.2","-9.8","50.9","42.6","61.1","3.3","8.2","0"
"20130102","서초","-10.2","-12.6","-8","33.5","25.5","39.6","2.8","6.7","0"
"20130102","성동","-10.8","-14.2","-7.9","39.3","30.1","51.2","3.2","6.4","0"
"20130102","성북","-11.1","-14.2","-8","44.1","34.9","55.6","1.8","7.6","0"
"20130102","송파","-10","-13","-7.2","44.3","35.8","56.7","1.5","4.3","0"
"20130102","양천","-10.8","-13.6","-8.4","41.4","32.5","52.3","3.1","6.7","0"
"20130102","영등포","-11.4","-14.1","-9.2","52.8","45.5","62.8","4.8","8.2","0"
"20130102","용산","-10.6","-13.8","-7.9","32.1","23.6","42.5","2.8","6","0"
"20130102","은평","-11.7","-14.7","-9.3","49.4","40.2","58.3","3.7","7.5","0"
"20130102","종로","-11.3","-14.2","-8.5","47.8","39.2","58.2","2","5.5","0"
"20130102","중구","-12.1","-15.4","-9.1","41.5","31.8","51.4","2.8","7","0"
"20130102","중랑","-10.6","-13.7","-7.7","43.2","32.6","55.3","2.6","6","0"
"20130103","강동","-11.9","-15","-8.2","51.3","38.9","63.5","2.1","5.8","0"
"20130103","강북","-12.4","-15.9","-8","49.1","34.9","62.1","1.5","3.8","0"
"20130103","강서","-12.6","-15.6","-8.7","56.3","44.3","64.7","1.9","4.9","0"
"20130103","관악","-12.6","-15.2","-8.9","50.2","40.5","59.7","2.3","5.1","0"
"20130103","광진","-11.8","-14.8","-8.2","49.1","37.2","59","2","5.1","0"
"20130103","구로","-12.3","-14.9","-8.4","51.7","42.2","60.1","2.3","7","0"
