"관측일자","지점명","평균기온(℃)","최저기온(℃)","최대기온(℃)","평균습도(%)","최저습도(%)","최고습도(%)","평균풍속(m/s)","최대풍속(m/s)","강수량(mm)"
"20160101","강남","1.79999995231628","-2","4.90000009536743","73.8000030517578","57.0999984741211","87.8000030517578","0.5","2.29999995231628","0"
"20160101","강동","2.29999995231628","-1.89999997615814","5.80000019073486","66.9000015258789","50.2999992370605","81.1999969482422","0.400000005960464","2.29999995231628","0"
"20160101","강북","1.60000002384186","-2.5","5.19999980926514","54.2999992370605","41.5999984741211","65.5","0.699999988079071","2.90000009536743","0"
"20160101","강서","2.59999990463257","-1.29999995231628","5.59999990463257","76.0999984741211","60.5","91.5","1.20000004768372","3.29999995231628","0"
"20160101","관악","2.79999995231628","-0.300000011920929","5.40000009536743","61.2999992370605","46.0999984741211","74.3000030517578","0.400000005960464","3.90000009536743","0"
"20160101","광진","2.09999990463257","-2","5.30000019073486","74.5999984741211","58.5","87.8000030517578","0.800000011920929","2.70000004768372","0"
"20160101","구로","2.79999995231628","-0.899999976158142","5.40000009536743","71.5","57.2999992370605","83.3000030517578","1.60000002384186","4.90000009536743","0"
"20160101","금천","2.5","-1.39999997615814","5.30000019073486","74.8000030517578","60","86.8000030517578","1.20000004768372","3.79999995231628","0"
"20160101","남산","1.70000004768372","-2.29999995231628","4.80000019073486","74.9000015258789","56.2000007629395","92.5","0.300000011920929","2.70000004768372","0"
"20160101","노원","1.39999997615814","-2.5","5","76.0999984741211","57.5","89.8000030517578","0.100000001490116","1.79999995231628","0"
"20160101","도봉","0.600000023841858","-4","4.59999990463257","77.1999969482422","58.7000007629395","91.4000015258789","0.5","1.89999997615814","0"
"20160101","동대문","1.60000002384186","-2.5","5.09999990463257","55.0999984741211","38.2000007629395","68.0999984741211","1.10000002384186","2.90000009536743","0"
"20160101","동작","3.20000004768372","-0.300000011920929","6.40000009536743","40.0999984741211","26.1000003814697","55.0999984741211","1.29999995231628","3.29999995231628","0"
"20160101","마포","2.29999995231628","-2.09999990463257","5.30000019073486","75.1999969482422","59.5","90.3000030517578","0.800000011920929","3.09999990463257","0"
"20160101","서대문","2.09999990463257","-1.60000002384186","5.09999990463257","71.4000015258789","57.5999984741211","86.3000030517578","1.39999997615814","3.90000009536743","0"
"20160101","서초","2.79999995231628","-1.20000004768372","5.90000009536743","70.5","54.5","86.5999984741211","1.10000002384186","4.59999990463257","0"
"20160101","성동","2.09999990463257","-2","5.40000009536743","74.4000015258789","55.9000015258789","93.5","1.29999995231628","3.5","0"
"20160101","성북","1.60000002384186","-1.79999995231628","5","74.3000030517578","59.0999984741211","86","0.699999988079071","2.59999990463257","0"
"20160101","송파","1.60000002384186","-3.29999995231628","5.30000019073486","75","56.2000007629395","92.5","0.699999988079071","4.19999980926514","0"
"20160101","양천","3.09999990463257","-0.5","5.69999980926514","72.9000015258789","57.7999992370605","89.3000030517578","1.10000002384186","3.40000009536743","0"
"20160101","영등포","2.79999995231628","-0.600000023841858","5.59999990463257","74.6999969482422","60.4000015258789","89.0999984741211","1.70000004768372","4.30000019073486","0"
"20160101","용산","3","-0.600000023841858","5.59999990463257","68.5","54","81.9000015258789","0.899999976158142","3.59999990463257","0"
"20160101","은평","2.09999990463257","-1.79999995231628","5.09999990463257","73.0999984741211","59.9000015258789","86.5","0.699999988079071","3.5","0"
"20160101","종로","2.79999995231628","-0.699999988079071","5.90000009536743","66.9000015258789","53.7999992370605","79.1999969482422","0.300000011920929","3","0"
"20160101","중구","1.29999995231628","-2.70000004768372","4.40000009536743","74.0999984741211","57.4000015258789","91.5","0.699999988079071","3.29999995231628","0"
"20160101","중랑","1.89999997615814","-1.79999995231628","5.09999990463257","74.5999984741211","59.2999992370605","88","1.29999995231628","3.5","0"
"20160102","강남","6.80000019073486","3.40000009536743","10.1999998092651","72.8000030517578","65","83","0.5","2","0"
"20160102","강동","7.40000009536743","3.90000009536743","11","64.5999984741211","55.0999984741211","76","0.899999976158142","3.5","0"
"20160102","강북","6.5","2.5","10.6999998092651","57.5999984741211","49.0999984741211","69.0999984741211","0.800000011920929","3.70000004768372","0"
"20160102","강서","7.19999980926514","3.79999995231628","11","77.0999984741211","67.4000015258789","90.5","1","4.90000009536743","0"
"20160102","관악","7.40000009536743","4.80000019073486","10.1000003814697","66.0999984741211","57.2999992370605","78.5999984741211","0.899999976158142","3.5","0"
"20160102","광진","7","3.79999995231628","10.3000001907349","74.3000030517578","66.6999969482422","84.9000015258789","1.10000002384186","3","0"
"20160102","구로","7.09999990463257","3.90000009536743","10.1000003814697","75.5999984741211","66.5","88.0999984741211","1.79999995231628","6","0"
"20160102","금천","7.09999990463257","3.79999995231628","10.1999998092651","77.9000015258789","68.9000015258789","90.1999969482422","1.89999997615814","5.5","0"
"20160102","남산","6.19999980926514","2.40000009536743","9.89999961853027","77.0999984741211","66.9000015258789","93.1999969482422","0.300000011920929","3","0"
"20160102","노원","6.5","2.90000009536743","10.3000001907349","75.8000030517578","67.0999984741211","87.0999984741211","0","2","0"
