"관측일자","지점명","평균기온(℃)","최저기온(℃)","최대기온(℃)","평균습도(%)","최저습도(%)","최고습도(%)","평균풍속(m/s)","최대풍속(m/s)","강수량(mm)"
"20100102","구로","-2.2","-6.2","0.5","74.3","57.7","87.3","2.6","6.2","0.5"
"20100102","금천","-2.1","-6.1","0.6","72.7","57.2","85.8","2.1","5","0.5"
"20100102","남산","-3.1","-7","0.9","80.6","62.1","92.9","1.8","3.7","1.5"
"20100102","노원","-2.5","-6.3","1.9","73.2","55.9","86","0.9","3.6","1.5"
"20100102","도봉","-2.9","-7","1.5","74.6","56.4","87.3","0.9","4.2","1.5"
"20100102","동대문","-2.3","-5.7","2","76.8","55.1","92.8","1.9","4.7","1"
"20100102","동작","-2.4","-6.2","0.9","74.3","57","88","2.7","5.8","1"
"20100102","마포","-2.6","-6.8","0.6","74","57.2","86","1.9","5","0.5"
"20100102","서대문","-3.1","-7.5","0.3","75.9","59.5","86.8","3.3","8.8","0.5"
"20100102","서초","-1.5","-5.2","1.6","72.9","56.7","86.8","2.3","5.2","0.5"
"20100102","성동","-2.5","-6.4","1.3","74.5","57.7","87.5","2.1","5.9","1"
"20100102","성북","-3","-6.3","1","75.4","55.4","87.9","1.5","4.4","1"
"20100102","송파","-2.2","-5.3","1.2","74.1","56.9","87.9","0.9","3.3","1"
"20100102","양천","-2.3","-6.4","0.8","73.6","57","86.3","2.1","5.6","0.5"
"20100102","영등포","-2.6","-6.5","0.3","76","57.9","89.5","3.2","7.2","1"
"20100102","용산","-2.2","-5.9","1","72.7","55.4","83.3","2.1","4.9","1"
"20100102","은평","-2.5","-6.9","0.7","72.2","57.2","85.1","2.8","7.5","0.5"
"20100102","종로","-2.4","-6.4","1.2","73.1","55.4","84.7","1.3","4.6","0.5"
"20100102","중구","-3.4","-7.2","0.5","76.5","57.5","88.8","1.8","4.8","1"
"20100102","중랑","-2.5","-5.8","1.1","73.7","52.5","88.7","1.8","4.8","1"
"20100103","강남","-6","-9.3","-2.3","47.5","23.8","65.8","1.5","4.4","0"
"20100103","강동","-5.7","-9.3","-2.3","48.7","27.3","64.5","1.7","4.6","0"
"20100103","강북","-5.8","-9.4","-1.8","49.3","35.5","62.7","1.4","5","0"
"20100103","강서","-6.9","-9.8","-4.3","54.1","27.5","70.5","1.4","3.1","0"
"20100103","관악","-6.1","-9.4","-2.9","49.6","24.4","72.6","1.6","3.9","0"
"20100103","광진","-5.4","-8.8","-1.6","47.7","29.7","64.4","1.4","3.7","0"
"20100103","구로","-6","-9.1","-3","50.9","27.8","73.7","1.8","4.1","0"
"20100103","금천","-5.8","-8.9","-2.7","49.9","27.9","71.2","1.6","4.4","0"
"20100103","남산","-6.6","-10.3","-2.9","53.1","34.5","70.4","1.3","3.9","0"
"20100103","노원","-6","-10","-1.7","51.5","37.7","66.8","1.1","3.7","0"
"20100103","도봉","-6.3","-10.4","-2.3","52.4","36.3","67.3","1","3.5","0"
"20100103","동대문","-5.6","-9.4","-1.7","51.9","35.7","72","1.5","3.3","0"
"20100103","동작","-6.1","-9.5","-3.2","50.7","28.4","68.2","1.7","4.6","0"
"20100103","마포","-6.9","-10.2","-3.3","52.8","33","70","1.3","3","0"
"20100103","서대문","-7","-10.5","-3.5","52.6","36.5","69.1","1.4","3.9","0"
"20100103","서초","-4.9","-8.1","-1.8","48.9","26.1","70.9","1.8","5.1","0"
"20100103","성동","-5.7","-9.4","-1.9","47.3","25.9","63.3","1.9","5.4","0"
"20100103","성북","-6.3","-9.8","-3.7","50.3","37.5","64","1.4","4.1","0"
"20100103","송파","-5.4","-8.4","-2.1","48.4","29.4","64.2","1","3.2","0"
"20100103","양천","-6.1","-9.4","-2.8","49.4","24.4","69.5","1.7","4.9","0"
"20100103","영등포","-6.7","-9.8","-3.5","53.4","28","69.3","2.7","5.5","0"
"20100103","용산","-5.7","-9","-2.5","47.8","25.9","68.6","1.6","4","0"
"20100103","은평","-6.7","-9.9","-3.2","50.2","33.4","65.1","1.8","5","0.5"
"20100103","종로","-6.1","-9.5","-2.5","48.5","34","63","1.2","4.5","0"
"20100103","중구","-6.9","-10.4","-3.8","48.9","29.4","65.6","1.5","4.7","0"
"20100103","중랑","-5.8","-9.3","-2.6","47.8","32.4","63.4","1.4","3.2","0"
"20100104","강남","-5.1","-6.5","-3.3","82.7","47.1","92.6","1.6","4.4","14.5"
"20100104","강동","-4.9","-6.7","-2.4","87.6","49.2","96.5","2.7","5.7","11"
"20100104","강북","-5","-6.9","-2.1","76.3","48.7","89.1","1.7","5.2","12.5"
"20100104","강서","-5.5","-7.5","-3.5","88.8","57.5","94.3","2.8","7.4","12.5"
"20100104","관악","-5.2","-6.4","-3.5","82.2","51","90.4","1.7","5.5","13"
"20100104","광진","-4.5","-6.1","-2.1","80.3","45.4","93.3","2.3","5.2","8.5"
"20100104","구로","-5.2","-6.7","-3.6","87.3","53.4","95.1","3.2","8.1","0"
"20100104","금천","-5.2","-6.5","-3.7","84","54.7","91.6","2.8","6.5","11.5"
"20100104","남산","-5.6","-7.8","-2.7","86.9","53.7","97.2","2.2","5.4","15"
"20100104","노원","-4.8","-6.8","-2.6","74","47.3","87","1.1","3.9","13"
"20100104","도봉","-5.2","-7.5","-2.3","76.5","50.1","89.3","1.3","4.7","14"
"20100104","동대문","-4.9","-6.5","-2.5","82.7","49.4","96.8","2.4","6.5","11"
"20100104","동작","-5.1","-6.6","-3.2","83.6","52.7","94.9","2.7","5.9","15"
"20100104","마포","-5.4","-8.1","-3.5","80.8","54.1","90","1.8","4.8","11"
"20100104","서대문","-5.9","-8.6","-4.1","86.5","50.8","93.4","3.1","11.7","0"
"20100104","서초","-4.1","-5.3","-2.2","81.7","53.5","90.4","2.2","5.4","13"
"20100104","성동","-4.9","-6.9","-1.5","80.4","48.6","89.7","2.4","5.3","12.5"
"20100104","성북","-5.4","-7.2","-2.7","79","48.8","89.9","1.7","4.7","15"
"20100104","송파","-4.6","-6.1","-2.4","80.1","52.4","89.5","1.2","3.6","11.5"
"20100104","양천","-5.1","-6.9","-3.2","81.1","51.3","90.2","2.2","6.4","15"
"20100104","영등포","-5.3","-7.2","-3.3","83","57.2","93.6","2.9","8","17"
"20100104","용산","-4.8","-6.5","-2.6","80","48","89.3","2.1","5.2","7"
"20100104","은평","-5.5","-7.3","-3.6","81.3","52.7","90.7","2.2","7","0"
"20100104","종로","-4.8","-6.9","-2.4","80","46.1","90.7","1.3","4.2","14.5"
"20100104","중구","-5.9","-7.8","-3.5","82.6","48.3","92.1","2.1","5.7","12.5"
"20100104","중랑","-5","-6.7","-2.6","80.5","45.9","92.5","2.4","7.9","10.5"
"20100105","강남","-8.4","-10.9","-5.7","63.9","50.4","74.7","2.1","4.7","0"
"20100105","강동","-8.2","-10.9","-5.9","66.4","50.8","85","2.8","5.4","0"
"20100105","강북","-8.5","-11.2","-5.6","60.1","48.6","69.5","1.7","4.3","0"
"20100105","강서","-9.3","-12.1","-7.2","89.5","85.1","92.2","1.5","3.9","0"
"20100105","관악","-8.4","-10.9","-5.3","64.2","47.8","73","2.2","4.6","0"
"20100105","광진","-8","-10.5","-5.1","62.5","49.2","74.1","2.2","4.5","0"
"20100105","구로","-8.3","-10.9","-6.1","65.5","50.4","74.8","2.8","5.2","0"
"20100105","금천","-8.2","-10.8","-5.8","63.7","50","73.3","2.3","4.9","0"
"20100105","남산","-9.2","-12.2","-6.5","69.6","55.8","83.3","1.6","3.9","0"
"20100105","노원","-8.5","-11","-5.5","60.1","47","68.5","1.4","3.9","0"
"20100105","도봉","-9","-12.3","-5.4","62.1","47.6","71.6","1.8","4.5","0"
"20100105","동대문","-8.2","-10.8","-5.9","63.3","50.2","76.3","2.3","6.1","0"
"20100105","동작","-8.4","-11","-5.9","64.8","49.7","75.5","2.3","4.6","0"
"20100105","마포","-9.3","-12.5","-6.6","65.9","48.3","77.7","1.4","3.9","0"
"20100105","서대문","-9.7","-12.7","-6.8","72.9","52.6","89.9","1.8","4.5","0.5"
"20100105","서초","-7.3","-9.7","-5.1","62.8","47.6","71.7","2.7","5.4","0"
"20100105","성동","-8.4","-11.5","-4.9","63.2","38","75.4","2.2","5.6","0"
"20100105","성북","-9","-11.6","-7.2","62.3","51.8","72.8","1.6","4.3","0"
"20100105","송파","-7.5","-10.1","-4.9","61.5","49.6","72.1","1.3","3.6","0"
"20100105","양천","-8.3","-10.9","-5.3","64","49.5","74.1","2.2","5.2","0"
"20100105","영등포","-8.9","-11.3","-6.4","67.9","52","78.5","3.3","6.9","0"
"20100105","용산","-8.2","-10.7","-5.8","62.6","47.2","73.7","2","4.5","3"
"20100105","은평","-9.1","-11.8","-6.9","64.1","51.4","72.6","2.4","4.8","0"
"20100105","종로","-8.7","-11.3","-6.3","62.8","48.6","72","1.7","4.4","0"
"20100105","중구","-9.6","-12","-7.5","64.9","50.3","76.8","2.4","5.2","0"
"20100105","중랑","-8.3","-10.7","-5.7","60.5","48.7","72.7","1.9","5.6","0"
"20100106","강남","-9.9","-13.3","-6.6","63.7","51.1","79.7","1.7","4.3","0"
"20100106","강동","-10.2","-14.1","-6.9","64.8","48.5","82.1","1.8","4.7","0"
"20100106","강북","-10","-13.3","-6.2","60.9","45.6","75.5","1.4","4.7","0"
"20100106","강서","-11","-13.8","-8.1","79.1","66.4","86.2","1.2","4.1","0"
"20100106","관악","-9.9","-11.8","-7.6","64.1","51.2","73.3","1.9","4.2","0"
"20100106","광진","-10","-14.2","-6.6","63.9","47.9","82.4","1.7","4.7","0"
"20100106","구로","-9.7","-11.5","-7.1","64.3","51.5","73.2","2.4","5.2","0"
"20100106","금천","-9.5","-11.2","-6.3","62.3","50.3","68.9","2.1","4.6","0"
"20100106","남산","-10.5","-13","-7","68.1","53.2","82.3","1.5","3.6","0"
"20100106","노원","-10.6","-14.6","-6.1","63.4","45.5","77.8","0.9","3.4","0"
"20100106","도봉","-11.5","-16.3","-6.6","66.6","46.2","83","1","3.8","0"
"20100106","동대문","-10.4","-14.4","-6.8","66","47.1","80.9","1.8","5.4","0"
"20100106","동작","-10","-12","-7.2","64.9","50.9","77.4","1.7","4.5","0"
"20100106","마포","-11.2","-14.6","-7.4","67.8","50.1","79.9","1.1","4","0"
"20100106","서대문","-11.2","-13.5","-7.5","66.7","52.7","78.2","1.5","4.8","0"
"20100106","서초","-8.7","-10.6","-6.4","62.6","50.8","71.5","2.2","4.7","0"
"20100106","성동","-9.8","-12.6","-6.1","59.8","0","84.2","1.8","4.2","0"
"20100106","성북","-10.6","-13.3","-6.9","62.7","48.3","77.2","1.3","4.5","0"
"20100106","송파","-10.4","-15.6","-5.7","64.6","47.6","81.1","1","4","0"
"20100106","양천","-9.8","-11.9","-6.3","64.4","51.8","74.9","1.8","4.9","0"
"20100106","영등포","-10.5","-12.7","-8","69","55.5","81.4","2.6","6.3","0"
"20100106","용산","-9.5","-11.4","-6.8","61.9","50.1","72","1.8","4","2"
"20100106","은평","-10.6","-12.5","-8.1","64","49.5","74.6","1.9","4.6","0"
"20100106","종로","-10","-11.8","-7.2","62.2","48.8","71.7","1.4","4","0"
"20100106","중구","-10.8","-13.3","-8.3","63.5","50.9","74.8","1.9","4.7","0"
"20100106","중랑","-10","-12.8","-6.6","61.8","45.4","75.4","1.5","4.2","0"
"20100107","강남","-9.3","-13.4","-4.5","65.7","50.4","81.6","0.9","3.4","0"
"20100107","강동","-9.1","-13.8","-4.2","65.1","47.5","80.7","1.4","3.4","0"
"20100107","강북","-9.5","-13.8","-4.3","64","48.5","77.6","1","3.5","0"
"20100107","강서","-10.5","-14.5","-6.5","69.8","50.7","83.4","1.1","2.9","0"
"20100107","관악","-9","-11.6","-5.5","63.3","45.3","75.3","1.2","3.5","0"
"20100107","광진","-8.9","-13.7","-4.4","64.3","48.3","80.7","1.1","3.1","0"
"20100107","구로","-9","-11.7","-5.7","63","46.7","79.2","1.7","3.8","0"
"20100107","금천","-8.9","-12.6","-5.3","61.7","45.3","76.9","1.7","4.3","0"
"20100107","남산","-9.6","-13.5","-4.5","69","49.7","81","1.4","3.1","0"
"20100107","노원","-9.9","-14.6","-4.8","64","45.4","77.9","0.8","2.2","0"
"20100107","도봉","-10.6","-15.9","-5.1","66.5","45.1","82.6","0.8","2.5","0"
"20100107","동대문","-9.7","-14.4","-4.9","67.4","51.2","82","1.4","3.2","0"
"20100107","동작","-9.2","-12.2","-4.9","64.1","44.4","77.1","1.4","3.2","0"
"20100107","마포","-10.5","-14.9","-5.8","65.3","46.3","78.1","1.1","3.6","0"
"20100107","서대문","-10.2","-14","-5.7","65.1","46.1","79.3","1","3.4","0"
"20100107","서초","-8.2","-12","-4.1","64","42.9","77.6","1.4","3.3","0"
"20100107","성동","-8.9","-13.1","-3.2","56.3","0","82.1","1.5","3.6","0"
"20100107","성북","-9.9","-13.8","-6.5","65","53.6","78.3","1.3","3.1","0"
"20100107","송파","-10","-15.3","-5.3","66.7","47.7","81.7","0.8","2.5","0"
"20100107","양천","-9.3","-12.5","-5.5","61.8","44.1","76.1","1.3","3.6","0"
"20100107","영등포","-10","-13.7","-6.1","67","47","81.4","2.2","4.1","0"
"20100107","용산","-8.6","-11.4","-4.8","61.3","45.4","69.7","1.3","3.7","0.5"
"20100107","은평","-9.9","-13.6","-5.8","62.9","44.8","75.7","1.3","3.7","0"
"20100107","종로","-9.1","-12.2","-4.8","63.1","47.8","74.9","1","3.4","0"
"20100107","중구","-10.1","-13.7","-5.9","65","49","77.7","1.2","4.7","0"
"20100107","중랑","-9.5","-13.6","-4.8","62.8","48","77.6","1.4","3.5","0"
"20100108","강남","-7.5","-12","-2.1","67","45.8","83.1","1.1","3.5","0"
"20100108","강동","-7.2","-12","-2.1","66.1","48.4","80.1","1.6","4.6","0"
"20100108","강북","-7.5","-11.8","-2","64.5","50.7","77.8","0.9","3.1","0"
"20100108","강서","-8.4","-12.5","-3.3","69.4","46.6","83","1","3.2","0"
"20100108","관악","-6.7","-9.9","-2.3","65.3","45.1","78.3","1.1","4.2","0"
"20100108","광진","-7.1","-12.1","-1.7","65.3","47.9","83","1.1","3.6","0"
"20100108","구로","-6.8","-10.3","-3.2","65.6","45","80.5","1.5","4.5","0.5"
"20100108","금천","-7","-11.1","-2.7","66.7","46.7","80.6","1.2","3.8","0"
"20100108","남산","-7.7","-11.7","-3","68.6","52.4","82.5","1.4","3.4","0"
"20100108","노원","-7.8","-12.7","-1.7","65.4","51.5","78.1","0.7","2.7","0"
"20100108","도봉","-8.7","-14.1","-2.2","68.1","52.6","83.3","0.7","3.1","0"
"20100108","동대문","-7.8","-13.1","-1.5","68.3","49.4","82.1","1.6","4.6","0"
"20100108","동작","-7.1","-11.1","-2.4","65.8","46.7","79.6","1.4","4.7","0"
"20100108","마포","-8.5","-12.8","-3.4","67","46.8","79.2","1","3.2","0"
"20100108","서대문","-8","-11.6","-3.3","66.8","50.1","80.3","1.3","3.4","0.5"
"20100108","서초","-6.4","-10.3","-1.7","67","44.3","79.8","1.4","4.1","0"
"20100108","성동","-7.1","-11.4","-2","66.7","46.9","82.8","1.8","3.9","0"
"20100108","성북","-7.9","-11.8","-3.3","65.2","52.5","78.1","1.3","4.4","0"
"20100108","송파","-7.8","-13.5","-1.1","67","44.6","81.9","0.7","2.5","0"
"20100108","양천","-7","-11.5","-2.4","64.1","43.5","80.4","1.1","3.5","0"
"20100108","영등포","-7.8","-12","-3.7","68.4","48.6","83.8","2","5.1","0"
"20100108","용산","-6.4","-10","-2.6","62.1","45.7","76.1","1.1","4","0"
"20100108","은평","-7.7","-11.2","-3.4","65.4","49.7","78.1","1.4","4","1"
"20100108","종로","-6.9","-10","-2.4","62.3","48.3","73.8","1.3","4.1","0"
"20100108","중구","-8.2","-12.2","-3.8","65.3","47.7","80","1.1","4.1","0"
"20100108","중랑","-7.4","-11.9","-2.4","63.5","47.4","77.4","1.4","3.5","0"
"20100109","강남","-5.3","-8.9","-1.6","75.7","60.5","86.7","0.5","1.5","0"
"20100109","강동","-5.3","-9.4","-0.9","74.8","58.4","85.8","1.2","3.3","0"
"20100109","강북","-5.1","-8.5","-1.5","71.1","53.5","83.2","0.8","2.9","0"
"20100109","강서","-5.1","-9.5","-1.6","74","54","87.8","1.1","3.4","0"
"20100109","관악","-4.3","-7.2","-1.4","73.2","57.4","85.4","0.7","2","0"
"20100109","광진","-4.9","-9","-1.5","73.9","57.9","86.4","0.9","2.8","0"
"20100109","구로","-4.1","-7","-1.3","74.1","57.5","87.5","1.6","4.3","0"
"20100109","금천","-4.5","-8","-1.1","73.6","56.2","86.7","1.1","3.5","0"
"20100109","남산","-5.2","-8.7","-2","77.5","59.5","92.9","1.3","3","0"
"20100109","노원","-5.3","-9.6","-1.3","71.3","53.5","81.8","0.7","2.3","0"
"20100109","도봉","-5.9","-10.6","-1.6","74.9","52.9","84.5","0.5","2.1","0"
"20100109","동대문","-5.4","-9.7","-1","75.3","54.4","89.3","1.4","3","0"
"20100109","동작","-4.6","-7.4","-1.6","72.8","56.7","86.3","1.6","4.8","0"
"20100109","마포","-4.9","-9.7","-1.3","71.9","53.7","86.5","1","3.1","0"
"20100109","서대문","-5.1","-8.4","-2.3","71","53.3","85.5","1.6","4.8","0"
"20100109","서초","-3.9","-7.2","-0.4","72.6","55","84.5","1.2","2.8","0"
"20100109","성동","-5.1","-9.2","-1.4","77","59.1","86.9","1.6","3.5","0"
"20100109","성북","-5.4","-8.6","-1.7","72.2","54.4","84.6","1","2.8","0"
"20100109","송파","-5.8","-10.5","-1.4","76","59.6","85.3","0.6","1.7","0"
"20100109","양천","-4.3","-8.1","-1.1","71.8","55.4","85.4","1.2","4.4","0"
"20100109","영등포","-4.7","-9","-1.7","73.8","56.2","88.3","1.7","3.9","0"
"20100109","용산","-4","-6.9","-0.8","68.7","51.5","82","1","3.1","0"
"20100109","은평","-4.6","-8.3","-1.5","69.2","49","83.6","1.2","3.3","0"
"20100109","종로","-4.2","-7.2","-1.5","70.1","55.9","82.5","0.9","2.9","0"
"20100109","중구","-5.6","-8.9","-2.5","73.8","58.1","86.4","0.8","2.7","0"
"20100109","중랑","-5.1","-8.7","-1.4","71.4","52.9","83.1","1.1","2.8","0"
"20100110","강남","-2.4","-4.1","0.9","76.8","58.2","86.1","0.8","3.2","0"
"20100110","강동","-2.2","-4.5","1.2","75.5","59.9","85.6","1.3","3.4","0"
"20100110","강북","-2.6","-5","0.8","75.7","60.2","86.6","1","2.9","0"
"20100110","강서","-4.5","-8.1","-1.4","85.5","77.5","91.3","1","2.9","0"
"20100110","관악","-2.4","-4","0.5","78","58.5","87.3","1.1","3.8","0"
"20100110","광진","-2","-3.8","1.3","75.8","59.6","86.6","1.1","3.8","0"
"20100110","구로","-2.7","-5.1","0.7","80.6","65.3","88.6","1.6","4.4","1"
"20100110","금천","-2.4","-4.1","0.8","78.6","63.2","87.9","1.4","3.9","0"
"20100110","남산","-2.8","-4.5","0.7","80.8","64.2","92.9","1.4","3.3","0"
"20100110","노원","-2.4","-4.5","0.7","74.2","59.1","85.5","0.9","2.7","0"
"20100110","도봉","-3.2","-6.4","0.7","77.7","58.8","89.6","0.7","3.1","0"
"20100110","동대문","-2.4","-5","1.2","78.1","60.9","90.4","1.3","4.1","0"
"20100110","동작","-3","-6.4","0.9","79.7","58.3","92.5","1.4","3.9","0"
"20100110","마포","-4","-8.1","-0.2","81.9","69.3","88.9","1.1","3.6","0"
"20100110","서대문","-3.5","-5.7","0.3","80.3","66.3","89","1.3","4.8","0"
"20100110","서초","-1.4","-2.9","1.8","75.9","58.2","85.7","1.3","3.3","0"
"20100110","성동","-2.2","-3.9","1.7","75.8","56.8","86.9","1.3","4.1","0"
"20100110","성북","-2.9","-4.8","0.1","76.8","63.5","87.4","1.1","3.4","0"
"20100110","송파","-2.3","-4.4","0.8","76.3","60.4","85.9","0.8","2.6","0"
"20100110","양천","-3","-6.4","1.3","79.8","62.2","88.6","1.1","3.5","0"
"20100110","영등포","-3.9","-7.6","-0.1","84.6","71.7","92.5","1.7","4.4","0"
"20100110","용산","-1.9","-3.6","1.7","74.8","57.2","83.2","1.3","3.7","0"
"20100110","은평","-3.1","-5.4","0","78.4","65.2","85.7","1.3","3.8","3"
"20100110","종로","-2.3","-4","0.8","75","61.3","83.5","1","3.2","0"
"20100110","중구","-3.2","-5.1","0.1","77.5","61.5","87","1.1","3.5","0"
"20100110","중랑","-2.4","-4.3","0.4","74.5","60.2","85.6","1.4","3.5","0"
"20100111","강남","-3.8","-6.9","-0.2","74","60.6","83.9","1.5","4.8","0"
"20100111","강동","-3.8","-6.9","1","74.4","58.9","85.8","1.8","5.4","0"
"20100111","강북","-4.1","-7","0.5","72.1","56.6","83.7","1.1","4.2","0"
"20100111","강서","-5.7","-9.5","-1.7","81.2","66.8","91.2","1.2","3.7","0"
"20100111","관악","-3.8","-7.1","-1.2","72.4","60.6","82.9","1.7","4.6","0"
"20100111","광진","-3.5","-6.1","0.2","74.7","60.7","86.9","1.6","4.5","0"
"20100111","구로","-3.9","-7.2","-0.9","74.4","57.9","83.8","2.1","5.7","1"
"20100111","금천","-3.9","-7","-0.3","74.2","58.1","84.4","1.6","4.9","0"
"20100111","남산","-4.4","-8","0.1","78.1","56.4","89.8","1.4","3.5","0"
"20100111","노원","-4.1","-7","1.3","72.2","51.9","83.5","0.9","3.3","0"
"20100111","도봉","-5","-8.5","0.2","75.2","53.2","87.9","1","4.2","0"
"20100111","동대문","-4","-6.8","0.1","76.3","57.5","88.2","1.8","5.3","0"
"20100111","동작","-4.3","-7.6","-0.6","76.3","60.7","90","1.9","5.4","0"
"20100111","마포","-5.4","-9.4","-1.4","78.8","66.7","88","1.1","4.1","0"
"20100111","서대문","-5","-8.4","-1.2","78.1","62.8","88","1.2","4.7","0"
"20100111","서초","-2.8","-5.8","0.2","72.1","58.1","82.9","1.8","5","0"
"20100111","성동","-4","-7.1","-0.2","74.9","60.9","86.5","2","5.1","0"
"20100111","성북","-4.4","-7.1","-0.3","74","59.7","85","1.4","4.8","0"
"20100111","송파","-3.9","-7.5","0.1","74.6","60.1","87","0.9","3.3","0"
"20100111","양천","-4.3","-7.4","-0.8","75.1","58.5","87","1.4","4.5","0"
"20100111","영등포","-5.2","-9.1","-1.4","80.7","67.4","92.6","2.3","6.6","0"
"20100111","용산","-3.6","-6.8","0.1","72.4","55","81.5","1.5","4.2","0"
"20100111","은평","-4.7","-7.7","-0.9","75.4","59.1","85.5","1.8","5.6","0.5"
"20100111","종로","-3.8","-7","-0.1","72.4","52.2","81.6","1.3","4.7","0"
"20100111","중구","-4.8","-7.9","-1","74.2","52.3","84.5","1.7","5.6","0"
"20100111","중랑","-3.9","-6.4","-0.4","72.9","57","84.1","1.5","3.9","0"
"20100112","강남","-8.7","-11.1","-5.5","52.8","32.8","68.1","2.2","4.8","0"
"20100112","강동","-8.3","-11.1","-5.5","51.4","35","65.3","2.9","6.6","0"
"20100112","강북","-8.5","-11.8","-5.5","49.6","32.7","62.5","2","5.2","0"
"20100112","강서","-9.4","-12.1","-6.8","56.6","33.8","72.9","1.6","4.6","0"
"20100112","관악","-8.9","-11.5","-6.8","53.8","33.1","71.2","2.3","5.1","0"
"20100112","광진","-8.1","-11","-5.4","51.6","34.5","64.4","2.3","5.8","0"
"20100112","구로","-8.9","-11.9","-6.6","54.8","31.4","73.5","2.8","5.9","0"
"20100112","금천","-8.7","-11.8","-6.5","53.2","32.3","72.2","2.4","5.6","0"
"20100112","남산","-9.5","-12.7","-6.4","57.2","35.1","74","1.8","4.2","0"
"20100112","노원","-8.4","-11.6","-4.5","50.4","32.4","66.5","1.4","4.4","0"
"20100112","도봉","-9","-12.4","-5.5","51.7","31.6","69.1","1.8","4.6","0"
"20100112","동대문","-8.2","-11.3","-5","51.8","31.6","64.3","2.2","5.8","0"
"20100112","동작","-8.9","-11.7","-6.2","54.7","34.4","71.5","2.5","6","0"
"20100112","마포","-9.5","-12.3","-6.6","55.5","32.5","73.1","1.7","4.3","0"
"20100112","서대문","-10","-12.9","-7.1","55.5","33.7","71.4","2","5.4","0"
"20100112","서초","-7.7","-10.1","-5.4","53.1","34.4","70.4","2.7","5.8","0"
"20100112","성동","-8.6","-11.4","-4.8","48.6","0","66.2","2.5","5.2","0"
"20100112","성북","-8.9","-11.8","-5.2","50.5","32.2","62.7","1.7","4.7","0"
"20100112","송파","-7.7","-10.7","-4.9","51","33.2","64.3","1.3","3.8","0"
"20100112","양천","-8.9","-11.9","-6.6","53.8","32.3","71.4","2.4","5.5","0"
"20100112","영등포","-9.4","-11.9","-7.3","56.7","36.9","74.5","3.7","6.6","0"
"20100112","용산","-8.6","-11.3","-5.7","51.8","31","67.2","2.2","5.3","0"
