"관측일자","지점명","평균기온(℃)","최저기온(℃)","최대기온(℃)","평균습도(%)","최저습도(%)","최고습도(%)","평균풍속(m/s)","최대풍속(m/s)","강수량(mm)"
"20090119","노원","3","0.4","5.4","33.5","20.1","52.5","1.4","4.7","0"
"20090119","동대문","3","0.5","5.3","35.9","19.8","58.8","2.3","5.8","0"
"20090119","마포","2.3","-1","5.1","41.9","20.5","66.5","1.6","4.9","0"
"20090119","서대문","2","-1","5.1","40.6","20.7","63.1","1.6","5.3","0"
"20090119","영등포","2.7","0.4","5.2","38.7","22","66","3.2","6.7","0"
"20090120","강남","2.7","-1.2","7.1","31","12.7","55.7","0.9","3.9","0"
"20090120","광진","3.2","-1","7.9","31.2","13.4","51.2","1.1","3.2","0"
"20090120","구로","3","-0.3","7.4","30.7","14.3","51.2","1.6","4.6","0"
"20090120","금천","3","-0.9","8.3","30.3","13.5","53.9","1.3","3.4","0"
"20090120","남산","2.2","-2","6.6","16.1","0","53.8","1.3","3.1","0"
"20090120","노원","2.6","-1.7","7.4","34.4","15.6","52.7","0.6","2.3","0"
"20090120","동대문","2.7","-1.3","7.4","34.6","14.8","54","1.2","2.8","0"
"20090120","마포","1.8","-2.9","7.4","36.9","12.7","63.8","0.9","2.8","0"
"20090120","서대문","1.9","-2.1","6.9","31.2","14.8","60.3","1.3","4.1","0"
"20090120","영등포","2.4","-1.8","7.3","35.1","14.6","53.1","1.7","4.5","0"
"20090121","강남","4.3","2.1","6.9","47.1","27.9","66.8","0.6","3.5","0"
"20090121","광진","4.5","2","7.2","47.7","30.3","66","1","3.2","0"
"20090121","구로","4.8","2.8","6.9","52.8","28.4","79.6","1.7","5.6","0"
"20090121","금천","4.4","2.2","6.8","52","33.2","78.1","1.4","5.3","0"
"20090121","남산","3.7","0.8","6.2","52.3","51.5","53.5","1.1","4.5","0"
"20090121","노원","4.1","1.6","6.8","48.5","35.3","63.6","0.7","3","0"
"20090121","동대문","4.2","1.9","6.7","48.7","33.3","65.4","1.2","4.6","0"
"20090121","마포","3.9","0.9","6.7","54.1","34","73.1","1.1","4.1","0"
"20090121","서대문","3.8","1.3","6.2","54.1","35.1","75.7","1.5","4","0"
"20090121","서초","6","3.9","7.2","47.5","36.3","61","1.3","3.1","0"
"20090121","영등포","4.2","1.4","6.6","54","28.5","74.4","1.9","5.8","0"
"20090122","강남","4.4","-1.2","9.8","58","42.9","79.3","1.1","4.6","0"
"20090122","광진","4.7","-0.7","9.8","57.7","42.8","78.6","2","7.5","0"
"20090122","구로","4.9","-1.7","9.4","59.6","44.4","82.6","3","9.4","0"
"20090122","금천","4.6","-1.5","9.3","58.5","43.6","78.1","2.7","7.8","0"
"20090122","남산","4","-1.9","9.1","52.1","50.6","53.4","2","6.3","0"
"20090122","노원","4.5","-1","9.9","57.1","42.4","77.7","1.3","5","0"
"20090122","동대문","4.7","-1","9.9","58.5","42.1","79.6","2","8.2","0"
"20090122","마포","4.8","-1.8","9.4","59.6","44.4","81.6","2.4","6.9","0"
"20090122","서대문","4.3","-2.2","9.2","60.3","44.7","82.7","3.3","6.7","0"
"20090122","서초","5.3","-0.4","10.4","60","42.3","79.1","2.2","7.4","0"
"20090122","영등포","4.8","-1.3","9.3","59.5","44.4","82.3","3.4","9.5","0"
"20090123","강남","-7.8","-10.3","-1","39.1","27.4","66","3.3","7.3","0"
"20090123","광진","-7.3","-9.9","-0.6","37.6","26.8","64.1","3.7","9.1","0"
"20090123","구로","-7.7","-10.2","-1.5","40.9","26.7","74.7","4.6","9.5","0"
"20090123","금천","-7.6","-10.3","-1.4","39.7","27.9","66.7","3.8","8.9","0"
"20090123","남산","-8.5","-11.1","-1.8","54.7","53.1","55.8","2.7","6.4","0"
"20090123","노원","-7.7","-10.4","-1","37.3","26.8","63.9","2.1","6.8","0"
"20090123","동대문","-7.6","-10.2","-1","37.7","27.1","65.4","3.4","8.5","0"
"20090123","마포","-8","-10.5","-1.7","40.1","28.1","68.4","3.2","7.8","0"
"20090123","서대문","-8.8","-11.2","-2","40.9","28.5","70.2","3.3","8.2","0"
"20090123","서초","-6.7","-9.1","-0.2","39.7","27.6","72.1","4.1","8.4","0"
"20090123","영등포","-8","-10.2","-1.4","42.2","27.2","69","6.3","11.4","0"
"20090124","강남","-7.6","-10.8","-4.6","59.4","35.4","83.7","1.3","4.8","0"
"20090124","광진","-7.3","-10.9","-4.2","59.7","38","84.6","1.8","5.1","0"
"20090124","구로","-7.6","-10.7","-4.8","62.4","43.7","88","2.2","7.2","0.5"
"20090124","금천","-7.7","-10.9","-4.4","61.5","41.2","86.2","2.2","5.8","1.5"
"20090124","남산","-8.3","-12","-5.6","55","53.7","56.7","1.5","4.4","1"
"20090124","노원","-7.7","-11.6","-4.3","57","41.4","81.1","1.2","4.4","0"
"20090124","동대문","-7.5","-10.6","-4.5","60.2","44","85.9","1.9","6.7","0"
"20090124","마포","-7.9","-10.8","-4.6","62.9","38.9","87.3","1.4","5.2","0"
"20090124","서대문","-8.3","-11.6","-5","63","40.5","87.5","1.6","5.5","0.5"
"20090124","서초","-6.9","-10.2","-3.6","61.3","39","87.2","2.5","6.5","0.5"
"20090124","영등포","-7.7","-10.8","-4.7","63","40.2","87.5","2.6","6.7","0"
"20090125","강남","-3.9","-8.1","1.3","57.7","35.7","79.5","1.1","4.9","0"
"20090125","광진","-3.9","-8.6","1.5","60.7","35.7","87.4","1.9","5.9","0"
"20090125","구로","-3.9","-8.8","1.4","62.9","33.9","88.1","2.6","10.2","0.5"
"20090125","금천","-4.3","-9.8","1.5","61.8","36.3","82.3","2.4","7.4","1.5"
"20090125","남산","-4.6","-9.5","0.6","54.3","52.7","55.5","1.8","7.6","1"
"20090125","노원","-4.3","-10","1.1","59.5","31.9","83.9","1.3","7.5","0"
"20090125","동대문","-4.1","-9.7","1.3","61.6","35.3","85.1","2","7.4","0"
"20090125","마포","7.8","-9.7","62.4","73.6","32.3","99.9","2","7.3","0"
"20090125","서대문","-4.8","-9.8","0.8","64.2","33.5","87.6","1.9","8.9","0.5"
"20090125","서초","-3.4","-8.6","2.2","60.3","35.2","86.5","2.3","7.4","0.5"
"20090125","영등포","-4.1","-8.8","1.7","63.7","33.9","93.1","3.1","8.8","0"
"20090126","강남","-2.2","-3.7","0.2","59.1","35.7","77.5","1.5","4.5","0"
"20090126","광진","-1.7","-3.3","1.2","58.9","36.9","79.2","1.9","5.8","0"
"20090126","구로","-2.3","-4.3","0.8","61.9","35.3","83.8","2.2","6.5","1"
"20090126","금천","-2.4","-4.6","0.9","60.5","34.6","83","1.8","5.4","0"
"20090126","남산","-3.2","-6.1","0.2","54","52.5","55.3","1.3","4.7","0.5"
"20090126","노원","-2.2","-4.5","1","54.6","33.9","76.6","1.1","4.1","0"
"20090126","동대문","-2.1","-3.9","0.7","59.6","36.4","83.2","2.1","7.3","0"
"20090126","서대문","-3.4","-6","0.5","65.9","36.7","89.3","1.3","5.1","0.5"
"20090126","서초","-1.3","-4","1.7","57.9","36.2","78.7","2.2","6.1","0"
"20090126","영등포","-2.7","-6.1","0.7","65.2","35.3","92.8","2.4","6.4","0"
"20090127","강남","-1.8","-6.9","4.3","54.3","36.1","72.7","0.6","3.3","0"
"20090127","광진","-1.5","-6.7","4.1","52.8","36.8","68.6","1.1","3","0"
"20090127","구로","-0.9","-4.9","4","53.3","38.5","66.2","1.7","4.5","1"
"20090127","금천","-1.6","-6.2","4","55.7","39.6","69.3","1.3","3.8","0"
"20090127","남산","-2.4","-7.4","3.4","53.7","51.9","55.3","1.4","4","0"
"20090127","노원","-2.2","-7.6","3.9","51.2","34.4","65.1","0.7","3.5","0"
"20090127","동대문","-1.8","-7.2","3.9","52.5","33.1","67.2","1.4","4.4","0"
"20090127","서대문","-1.9","-5.9","3.3","51.9","39.3","61.8","2.5","5.6","0.5"
"20090127","서초","-1.1","-6.1","4.7","54.8","35.6","71","1.4","3.7","0"
"20090127","영등포","-1.1","-5","4.1","51.5","38.3","64.3","2","4.9","0"
"20090128","강남","1.1","-4.2","8.2","46.8","22.2","68","0.6","1.8","0"
"20090128","광진","1.3","-4.1","8","46.4","22","68.7","1","2.9","0"
"20090128","구로","2.2","-2.3","7.9","42.9","18.4","61.6","2","4.3","0"
"20090128","금천","1.6","-3.4","7.9","43.4","16.2","67.3","1.2","3.8","0"
"20090128","남산","1","-4","6.6","52.9","51.1","54.9","1.4","3.5","0"
"20090128","노원","0.8","-4.5","7.3","46.8","22.3","68.3","0.6","2.8","0"
"20090128","동대문","1.2","-4.1","7.5","46.3","18.4","68.6","1.3","3.1","0"
"20090128","마포","3.1","-0.4","7.7","38.8","19.9","57.1","0.3","1.5","0"
"20090128","서대문","1.8","-2.1","6.8","39.9","20.4","53.9","3.1","7","0"
"20090128","서초","1.9","-3","8.7","45.3","18.5","64.9","1.1","3","0"
"20090128","영등포","2.1","-2.1","8","44","19.5","62.3","1.9","5","0"
"20090129","강남","3.2","-1.5","8.7","36.1","18.3","54.4","0.6","1.7","0"
"20090129","광진","3.3","-1.2","9.2","38.4","18.3","54.9","0.6","2.6","0"
"20090129","구로","4.4","0.8","8.3","34.5","20.3","46.6","1.6","3.8","0"
"20090129","금천","3.7","-0.8","8.5","37.7","21.2","54.4","1.1","3.7","0"
"20090129","남산","3.6","-0.6","8.4","52.2","50.7","53.7","1.2","3","0"
"20090129","노원","2.9","-1.6","9","38","14.9","57.2","0.4","1.9","0"
"20090129","도봉","3.8","-2.4","8.9","31.5","13","61.3","0.6","2.1","0"
"20090129","동대문","3.2","-1.4","9","35.6","16.9","58.6","1.3","3.2","0"
"20090129","마포","2.5","-1.7","8.6","43.2","23","59.8","0.7","2.8","0"
"20090129","서대문","3.5","-0.8","7.9","34.1","22.5","54.6","1","3","0"
"20090129","서초","3.9","0.3","9.3","39.1","20.2","52.4","0.9","2.3","0"
"20090129","영등포","3.7","-0.7","7.8","38.9","20.8","61.4","1.2","3.3","0"
"20090130","강남","5.6","1.2","10.7","48.6","32.6","63.5","1.3","3.6","0"
"20090130","광진","5.7","0.7","11.7","47.8","31","62.6","2.8","6.4","0"
"20090130","구로","6.3","2.1","11.9","46","29.9","59.2","3","7.6","0"
"20090130","금천","6.4","3.4","11.9","46.2","27.6","59.4","3.5","7.3","0"
"20090130","남산","5.5","1.5","11.1","51.8","49.8","53.2","3.1","7.2","0"
"20090130","노원","5","-0.6","11.8","48.2","36.8","62.1","1.6","5.1","0"
"20090130","도봉","4.8","-1.6","12.2","49.1","36.8","63.3","1.5","4.7","0"
"20090130","동대문","5.2","0.2","11.3","48.2","32","64.1","2.7","7.5","0"
"20090130","마포","4.6","-1.7","12.4","49.9","38.8","64.9","1.1","4.5","0"
"20090130","서대문","5","0","11.4","48.3","33","65.7","2.5","8","0"
"20090130","서초","6.4","1.8","12","50.4","36.5","62.1","1.8","4.8","0"
"20090130","영등포","5.1","-0.6","12.8","52.1","38.4","66","1.6","5.3","0"
"20090131","강남","6.2","3.2","11","52.5","35","66.6","1.1","3.2","0"
"20090131","광진","6.5","3.4","11.3","52","33.8","67","2.4","5.3","0"
"20090131","구로","6.5","2.8","11.2","52.5","35.4","68.6","2.3","5.7","0"
"20090131","금천","6.6","3.3","11.4","51.1","34.3","65.6","2.5","5.2","0"
"20090131","남산","6","2.5","10.4","51.7","50","53.1","1.9","5","0"
"20090131","노원","6.2","3","11.7","52","32.6","65.8","1.2","4.1","0"
"20090131","도봉","5.7","1.5","11","54","34.1","67.4","1.4","3.7","0"
"20090131","동대문","6.2","2.8","11.2","53.5","34.6","70","1.9","5.3","0"
"20090131","마포","5.6","1.4","11.3","55.1","35","72.7","1.3","4","0"
"20090131","서대문","5.6","1.5","10.6","54.2","34.7","73","1.9","6.5","0"
"20090131","서초","6.9","2.8","11.7","53.6","33.8","72.5","1.4","3.6","0"
"20090131","영등포","5.9","1.9","11.4","55","35.2","72.5","2.5","5.9","0"
"20090201","강남","5.4","1.2","10.6","52.4","35.4","67.5","0.8","2.4","0"
"20090201","광진","6","2.1","11.1","50.9","34.8","63.6","1.5","5.2","0"
"20090201","구로","5.9","2.5","10.8","52","34.1","64","2.3","5.2","0"
"20090201","금천","5.8","2","11.1","51.3","33.4","62.9","1.9","5.1","0"
"20090201","남산","5","0.2","10.1","52","50.2","53.7","1.6","4.4","0"
"20090201","노원","5.1","0","10.4","52.4","32.8","71.6","0.6","3","0"
"20090201","도봉","3.9","-1.7","10.3","57.5","32.8","79","0.5","2.9","0"
"20090201","동대문","5.2","0.3","10.5","53.6","34.4","71.7","1.3","3.9","0"
"20090201","마포","5","0","10.9","54.4","34","71.8","1","3.7","0"
"20090201","서대문","5.3","2.4","9.8","51.1","35.3","62.6","2.4","7.2","0"
"20090201","서초","6.2","1.8","11.6","52.8","30.6","69.2","1.2","3.6","0"
"20090201","영등포","5.5","1.5","10.7","53.3","34.4","70.5","1.5","4.2","0"
"20090202","강남","5.4","1.5","9","68","54.5","82.4","0.9","3.2","0"
"20090202","광진","5.7","1.3","9.3","68.3","55.1","82.9","1.4","5.1","0"
"20090202","구로","5.9","3.8","8.9","72.5","61.6","90.6","2","5.6","0"
"20090202","금천","5.5","2.7","8.7","72.4","61.7","89.6","1.7","4.8","0"
"20090202","남산","5.4","2.3","8.4","51.9","50.9","53.1","1.3","4.7","0"
"20090202","노원","5.1","0.9","9.1","66","51.7","77.4","0.9","4","0"
"20090202","도봉","4.5","-0.5","9.3","70.1","53.9","83.8","0.7","4.2","0"
"20090202","동대문","5.4","1","9.2","67.7","53.7","80.3","1.6","5.4","0"
"20090202","마포","5.2","0.9","8.6","72.9","59.6","94.5","1.2","3.9","0"
"20090202","서대문","5.4","2.8","8.3","71.3","59.9","92.6","1.2","4.4","0"
"20090202","서초","6.5","2.9","10","70.4","57.3","87","1.4","4","0"
"20090202","영등포","5.7","2.3","9","72.1","58.4","92.9","1.9","5.8","0"
"20090203","강남","6.3","3.4","10.5","69.4","43","85.1","0.8","3","0"
"20090203","광진","7","3.7","11.8","66.9","36.8","84.5","1.4","4.3","0"
"20090203","구로","6","3.1","11.1","73.2","43.2","92.4","1.8","5.4","0"
"20090203","금천","5.8","2.7","11.2","72.3","45.1","88.7","1.7","4.6","0"
"20090203","남산","6","3.4","10.8","51.7","50","52.8","1.6","4.1","0"
"20090203","노원","6.8","3.8","11.4","62.9","29.6","83.4","0.7","2.8","0"
"20090203","도봉","5.8","1.9","11.2","67.1","30.7","91.2","0.8","3.4","0"
"20090203","동대문","6.6","3.7","11","67.1","34.8","87.4","1.5","4.1","0"
"20090203","마포","5.6","2.3","11.6","73.9","36.3","98.9","1.2","4.2","0"
"20090203","서대문","5.4","2.4","10.7","71.6","31.4","94.1","1.3","6.1","0"
"20090203","서초","6.8","3.9","11.2","71","44.9","87.6","1.2","3.3","0"
"20090203","영등포","5.7","2.6","10.8","74.5","44","97.9","2.1","4.5","0"
"20090204","강남","5","1.9","9.2","67.6","45.1","81.4","0.9","3.4","0"
"20090204","광진","5.4","2.1","10.2","66.8","40.8","82.4","1.4","3.5","0"
"20090204","구로","4.5","1.2","8.3","70.1","49.7","85.5","1.7","4.4","0"
"20090204","금천","4.2","0.8","8.6","70.1","52.9","85.8","1.6","3.7","0"
"20090204","남산","4.5","1.4","8.8","51.9","50.4","53.1","1.2","3.8","0"
"20090204","노원","5.3","1.2","10","61.4","40.2","74.9","0.8","3.2","0"
"20090204","도봉","4.5","-0.2","10","65.2","41.5","83.2","0.7","3","0"
"20090204","동대문","5.1","1.6","9.9","64.3","36.9","79.4","1.6","4.5","0"
"20090204","마포","3.8","0.3","8.5","71.4","45.6","85.8","1","3.4","0"
"20090204","서대문","4.1","1.2","8.4","70.1","45.1","84.3","1","3.6","0"
"20090204","서초","5.5","1.7","9.9","68.6","46.4","85.6","1.3","3.5","0"
"20090204","영등포","4.2","0.9","8.2","72","52.5","87","1.8","5.1","0"
"20090205","강남","5.3","4.1","6.9","66.1","43.9","79.7","1.3","3.1","0"
"20090205","광진","5.8","4.5","7.1","65.6","49.6","81.2","1.4","3.3","0"
"20090205","구로","5","3.4","7.1","71.3","59.1","82.4","2.1","4.4","0"
"20090205","금천","4.9","3.3","7.2","68.6","57.5","78.7","1.9","4.3","0"
"20090205","남산","4.6","3.3","6.4","52.1","51.5","53.2","1.1","2.8","0"
"20090205","노원","5.5","3.5","6.8","63.4","43.1","80.9","0.8","2.6","0"
"20090205","도봉","5","3.7","6.6","67.7","48.4","85.9","0.7","3.2","0"
"20090205","동대문","5.6","4.3","6.8","64.7","45.1","82","1.5","3.6","0"
"20090205","마포","4.8","3","6.8","71.7","58.7","87","1.1","2.9","0"
"20090205","서대문","4.4","3.1","6.1","71.7","59","85.9","1.1","3.4","0"
"20090205","서초","6.1","4.3","7.7","65.7","50.1","78.8","1.7","3.6","0"
"20090205","영등포","4.8","3.3","6.9","73.1","59.6","85.9","2.4","4.9","0"
"20090206","강남","4.2","1.3","7.5","66.3","51.5","80.1","0.9","3.8","0"
"20090206","광진","4.6","1.3","7.8","65.5","49.9","80.9","1.2","4","0"
"20090206","구로","4.2","1.9","7.8","71.3","51","85.1","1.6","4.4","0"
"20090206","금천","3.7","0.9","7.7","69.4","51.5","81.4","1.3","4.1","0"
"20090206","남산","3.4","0.7","43.6","58.3","42.2","99.9","1.1","3.9","1"
"20090206","노원","4","0.5","8.2","67","47.5","83","0.8","2.6","0"
"20090206","도봉","3.1","-0.9","7.4","72.3","50.7","89.8","0.7","3.2","0"
"20090206","동대문","4.2","1.1","7.9","67.7","47.9","85","1.3","3.4","0"
"20090206","마포","2.9","-0.6","7.1","75.2","54.6","89.9","0.8","2.9","0"
"20090206","서대문","3","0.1","6.6","72.9","57.2","88.2","1","2.9","0"
"20090206","서초","4.6","1.9","8.2","68","50.9","83.6","1.2","3.5","0"
"20090206","영등포","3.5","-0.4","7.3","75.2","53","94.4","1.8","5.8","0"
"20090207","강남","3.5","1.2","5.6","76.7","67.7","83.2","1","3.5","0"
"20090207","광진","3.7","1.1","6.1","76.3","64.7","82.7","1.3","3.7","0"
"20090207","구로","3.3","0.8","5.8","80.6","75.8","87","1.8","4.3","0"
"20090207","금천","3.1","0.8","5.6","78.7","75","87.6","1.7","3.7","0"
"20090207","남산","2.9","0.3","6.3","81.3","73","89.4","1","3","0"
"20090207","노원","3","0.4","6.1","74.9","68.4","80.3","0.7","2.7","0"
"20090207","도봉","2.3","-1","5.9","79.4","69.9","87.9","0.7","3.1","0"
"20090207","동대문","3.3","0.3","6","76.7","68.3","83.4","1.5","4.4","0"
"20090207","마포","2.8","-0.1","5.7","81.5","75.2","89.7","0.9","2.7","0"
"20090207","서대문","2.6","0.1","5.1","82.1","77.4","91.1","1","4.3","0"
"20090207","서초","4.3","1.9","6.7","77.9","72.7","83.3","1.5","4.5","0"
"20090207","영등포","3.2","0.9","5.9","81.2","74.7","87.8","1.8","4.9","0"
"20090208","강남","3.3","-1.5","8.8","62.9","29","96.3","0.9","3.2","0"
"20090208","광진","3.6","-2.1","9.3","62.6","30.3","96.1","1","3.4","0"
"20090208","구로","3.6","-0.3","9","60","23.9","88.4","1.5","4.1","0"
"20090208","금천","3.4","-1.3","8.7","58.9","25","86.8","1.3","4","0"
"20090208","남산","2.8","-2.4","8.4","62","31.1","90.9","1.5","3.3","0"
"20090208","노원","3","-3","8.8","61.2","30.7","91.6","0.8","2.5","0"
"20090208","도봉","2.3","-3.1","8.7","65","31","95","0.8","3.1","0"
"20090208","동대문","3.1","-2.8","8.9","64","30.4","95.2","1.3","3.9","0"
"20090208","마포","1.9","-3.7","9","65.5","24.2","95.4","1","3.4","0"
"20090208","서대문","2.6","-1.9","7.7","60.7","26.7","92.8","1","4.3","0"
"20090208","서초","4","-0.1","9.4","59.9","27.6","90","1.2","2.7","0"
"20090208","영등포","2.4","-2.7","8.1","68.5","25.2","99.9","1.8","4.5","0"
"20090209","강남","5.5","3.2","8.7","49.4","26.4","66.6","1.6","5","0"
"20090209","광진","5.8","3","9.4","48","22","65.1","2","6","0"
"20090209","구로","5.2","2.4","8.5","52.3","24.2","68.3","2.6","7.4","0"
"20090209","금천","5.1","2.3","8.5","51.6","25.1","68.3","2.1","6.8","0"
"20090209","남산","5","2.4","8.2","50.3","25.1","69.8","1.5","4.1","0"
"20090209","노원","5.4","2.4","8.9","46.4","20.2","63.3","1.1","3.5","0"
"20090209","도봉","5.1","1.8","8.8","48.3","18.8","66.2","1.5","4.8","0"
"20090209","동대문","5.6","2.9","9","47.3","21","64.9","2","5.5","0"
"20090209","마포","4.8","1.6","8.7","52.7","25.5","69.4","1.5","5.2","0"
"20090209","서대문","4.8","2.2","8.6","50.3","24.1","70.5","1.3","5.1","0"
"20090209","서초","6.2","3.7","9","50","25.4","65.4","1.9","4.7","0"
"20090209","영등포","5","2.3","8.6","53.7","27.9","68.6","2.9","8.5","0"
"20090210","강남","5.2","3.6","7.5","67","54.3","78.3","1.1","4","0"
"20090210","광진","5.4","3.3","7.5","67.3","54.2","80.2","1.7","4.8","0"
"20090210","구로","5","3","7.1","70.1","53.7","84.5","2.5","6.8","0"
"20090210","금천","4.8","2.3","7.4","69.2","53.6","83.4","2.3","5.3","0"
"20090210","남산","4.4","1.7","6.9","71.1","55","86.7","1.2","3.6","0"
"20090210","노원","5.6","4.1","7.2","63.1","51.4","77.6","1.2","4.4","0"
"20090210","도봉","5.2","3.8","6.9","65.6","53.2","83.3","1.2","4.2","0"
"20090210","동대문","5.4","3.6","7.3","66.2","52.5","77.6","1.7","5.1","0"
"20090210","마포","4.9","1.9","7.2","70.1","52.3","87","1.6","5.7","0"
"20090210","서대문","4.5","1.6","6.7","70.8","54.1","87.9","1.7","5.4","0"
"20090210","서초","5.8","3.8","8.6","67.6","53.7","80.6","1.8","5.3","0"
"20090210","영등포","5","2.6","7.5","70.7","53","87.2","2.7","7.6","0"
"20090211","강남","6.3","4.3","9.7","68.3","51.5","79.2","1.1","4.4","0"
"20090211","광진","6.6","4.6","9.7","68","44.4","79.7","2","4.7","0"
"20090211","구로","6.2","4","9.7","72.1","52.4","84.6","2.7","6.2","0"
"20090211","금천","5.9","3.1","9.2","71.6","52.4","84.4","2.6","5.5","0"
"20090211","남산","5.8","2.8","9.2","72.9","54.5","88.4","1.5","4.3","0"
"20090211","노원","6.5","4.3","10.2","65.6","41.9","78.1","1.1","3.1","0"
"20090211","도봉","6","2.3","10.5","68.6","42","87.8","1.1","3.8","0"
"20090211","동대문","6.6","4.7","10","67","42.1","81.5","2","5.9","0"
"20090211","마포","6.4","3.7","9.6","71.5","51.5","85.8","1.7","5.1","0"
"20090211","서대문","6","3.1","9.4","72.1","50.2","86.1","1.8","5","0"
"20090211","서초","6.8","3.7","10.4","70.2","50.8","84","2.1","5.8","0"
"20090211","영등포","6.4","4.3","9.5","71.7","55","84.6","3","6","0"
"20090212","강남","6.6","1.3","11.5","59.6","28.1","87.1","0.7","2.8","0"
"20090212","광진","7.1","1.9","11.8","58.1","30.3","86.8","1.6","5.2","0"
"20090212","구로","7.3","3.2","14.4","59.7","30.7","85.2","2.9","7.5","0"
"20090212","금천","7.3","2.1","14.5","57.8","25.6","86.2","1.8","5.9","0"
"20090212","남산","6.3","1.2","10.3","62.5","33.2","90.2","2.1","5","0"
"20090212","노원","6.6","1.4","10.9","59.9","30.7","85.1","0.7","2.9","0"
"20090212","도봉","5.6","0.1","10.1","66.4","30.2","93.2","0.7","3.5","0"
"20090212","동대문","6.7","1.5","10.8","60.3","30.5","86.2","2","5.7","0"
"20090212","마포","7.4","2","13.4","57.2","30.3","88.9","2.3","5.5","0"
"20090212","서대문","6.9","2.4","13.4","57.2","28.4","84.5","5.8","10.7","0"
"20090212","서초","7.6","2.3","12.5","58.6","30.6","86.8","1.3","4.3","0"
"20090212","영등포","7.3","3.2","13","58.8","30.8","84.3","2.7","6.8","0"
"20090213","강남","11.4","5","16.7","82.1","45.5","91.2","1.7","6.7","27"
"20090213","광진","11.7","5.4","16.9","82.5","48.8","91.1","3.2","9.2","26"
"20090213","구로","11.3","4.8","16.7","84.6","51.6","93.6","5","10.8","31.5"
"20090213","금천","11.2","4.4","16.8","82.8","50.3","91.4","5.2","13.2","29"
"20090213","남산","10.7","4.5","16.3","86","48.9","95.2","2.5","7.9","33"
"20090213","노원","10.7","5.1","16.7","82.3","47.9","95.6","1.9","7.3","38.5"
"20090213","도봉","10.2","5","16.4","85.7","50.2","98.7","1.8","6.4","46.5"
"20090213","동대문","11.1","5.5","17","82.4","49.7","92.5","2.2","9","27.5"
"20090213","마포","11.4","4.6","16.7","83.9","48.7","92.7","3.4","9.4","31.5"
"20090213","서대문","11.2","4.2","16.3","84.9","49.1","94.3","4.3","12","35.5"
"20090213","서초","12.4","5.5","18","82.1","47.8","91.1","4","13.6","32"
"20090213","영등포","11.5","5","17","83.9","47","92.3","4.9","12.5","0"
"20090214","강남","4.8","3","7","71.1","52.8","80.8","1.3","4","0"
"20090214","광진","5.2","3.3","7.4","70.7","55.7","81.8","1.7","4.4","0"
"20090214","구로","4.3","2.4","6.5","74.5","60","84.1","2.3","5.7","0"
"20090214","금천","4.1","2.1","6.6","73.9","59.6","83.2","2.1","4.9","0"
"20090214","남산","3.8","1.2","6","75.8","58.3","87.4","1.4","3.9","0"
"20090214","노원","5","3.3","6.8","68.5","49.2","78.8","1.2","4.4","0"
